,protein_name
4819,ALDH1A3_AL1A3
4820,DCK_DCK
4821,NQO1_NAD_P_H_dehydrogenase
4822,SMAD1_SMAD1
4823,TIRAP_Tirap
4824,CDC42_Cdc42Hs
4825,PAICS_Multifunctional_protein_ADE2
4826,CTNNB1_b_Catenin
4827,ACTN1_ACTN1
4828,ACTN2_ACTN2
4829,ARHGDIB_Rho_GDI_beta
4830,TGIF2_TGIF2
4831,CCNH_Cyclin_H
4832,APEX1_APEX1
4833,EIF1AX_IF1AX
4834,IFIT2_IFIT2
4835,RHOA_Rho_A
4836,DHPS_DHYS
4837,SAT1_SSAT_1
4838,TPM4_Tropomyosin_4
4839,TTC1_TTC1
4840,UBE2B_UBE2B
4841,FBP2_F16P2
4842,NFKB1_NF_kappa_B_p105
4843,WARS_SYWC
4844,CTNNA2_CTNA2
4845,ESRRA_ERRalpha
4846,CDKN2B_p15_INK4b
4847,THOC1_THOC1
4848,ALDOC_aldolase_C
4849,CRKL_CRKL
4850,TDO2_T23O
4851,GLO1_Glyoxalase_I
4852,PPIL1_PPIL1
4853,RAP2A_RAP2A
4854,XRCC4_XRCC4
4855,RBBP6_RBBP6
4856,AFAP1L1_AF1L1
4857,OAZ1_Ornithine_decarboxylase_antizyme
4858,MYO6_MYO6
4859,ERCC4_XPF
4860,FOXG1_FOXGB
4861,MCM6_MCM6
4862,ARID1A_ARI1A
4863,KIF1C_KIF1C
4864,NEFH_NFH
4865,EGLN1_EGLN1
4866,SPOCK3_TICN3
4867,TNKS_Tankyrase_1
4868,MTAP_MTAP
4869,RRBP1_RRBP1
4870,LRRC4B_LRC4B
4871,CALB1_Calbindin_D28
4872,SOS1_SOS1
4873,SCARF2_SREC_II
4874,S100P_S100P
4875,TNS4_TENS4
4876,LECT1_LECT1
4877,HSD17B7_DHB7
4878,GABBR2_GABR2
4879,KRT1_Keratin_1
4880,SEMA4F_SEM4F
4881,ATP1B4_AT1B4
4882,PITPNA_PIPNA
4883,LNX1_LNX1
4884,GJA1_CXA1
4885,DUSP28_DUS28
4886,PCDHB1_PCDB1
4887,NXT1_NXT1
4888,TOPBP1_TOPB1
4889,LAG3_LAG_3
4890,FBXL4_FBXL4
4891,TFAM_TFAM
4892,NPIPB3_NPPL3
4893,RNF148_RN148
4894,ADAM15_ADA15
4895,RNF114_RN114
4896,TMEM59L_TM59L
4897,TBC1D5_TBCD5
4898,CDHR5_MUCDL
4899,PCDHB10_PCDBA
4900,MYZAP_MYZAP
4901,SLC22A16_S22AG
4902,UBXN4_UBXN4
4903,CSMD2_CSMD2
4904,DLL3_DLL3
4905,AMIGO1_AMGO1
4906,KIAA1467_K1467
4907,PRSS35_PRS35
4908,YIPF6_YIPF6
4909,NPW_Neuropeptide_W
4910,LRRC24_LRC24
4911,ZNF264_ZN264
4912,ATP4B_ATP4B
4913,DUT_DUT
4914,UBXN4_UBXN4
4915,IRF6_IRF6
