,protein_name
1991,SMNDC1_SPF30
1992,SDCBP_Syntenin_1
1993,NIT2_NIT2
1994,SULT1C2_ST1C2
1995,PTP4A1_TP4A1
1996,BPHL_BPHL
1997,BPNT1_BPNT1
1998,NCALD_NCALD
1999,DDIT4_DDIT4
2000,SUGT1_SUGT1
2001,FAHD1_FAHD1
2002,MLF1_MLF1
2003,NMT2_NMT2
2004,RERG_RERG
2005,SNRPD2_SMD2
2006,EEF1D_EF1D
2007,DYNLRB2_DLRB2
2008,S100A14_S100A14
2009,TREX2_TREX2
2010,IDI2_IDI2
2011,ANXA13_ANX13
2012,S100A16_S100A16
2013,CLIC2_CLIC2
2014,PPCS_PPCS
2015,DRG1_DRG1
2016,KLF4_KLF4
2017,PPME1_PPME1
2018,NAA10_NAA10
2019,RGS4_RGS4
2020,NT5M_NT5M
2021,ACADL_ACADL
2022,ATG3_ATG3
2023,CASP8_Caspase_8
2024,PCMT1_PIMT
2025,IRAK4_IRAK4
2026,UBE2V2_UB2V2
2027,RHOB_RHOB
2028,PYCR1_P5CR1
2029,ASF1A_ASF1A
2030,AKR7A3_ARK73
2031,PDCD6IP_PDC6I
2032,VAT1_VAT1
2033,NAE1_ULA1
2034,SARS_SYSC
2035,SMS_SPSY
2036,RTN4IP1_RT4I1
2037,TSSC4_TSSC4
2038,PCK1_PCKGC
2039,LDLRAP1_ARH
2040,GMPS_GUAA
2041,ALDOB_ALDOB
2042,TARS_SYTC
2043,ASPA_ACY2
2044,GATM_GATM
2045,VPS25_VPS25
2046,CARD18_ICBR
2047,RANBP1_RANG
2048,MAGEA5_MAGE_5
2049,MORF4L1_MO4L1
2050,FABP9_FABP9
2051,ORAOV1_ORAV1
2052,CKMT2_KCRS
2053,HBQ1_HBAT
2054,CD37_CD37
2055,TCEA1_TCEA1
2056,MAGEA6_MAGE_6
2057,ADH6_ADH6
2058,CCNB2_CCNB2
2059,SPIN1_SPIN1
2060,UBE2F_UBE2F
2061,GCLM_GSH0
2062,THG1L_THG1
2063,IL11RA_IL_11_RA
2064,CNRIP1_CB032
2065,SRA1_SRA1
2066,SH3GLB2_SHLB2
2067,HEBP1_HEBP1
2068,COX5A_COX5A
2069,CDK2AP2_CDKA2
2070,NOP16_NOP16
2071,PRND_PRND
2072,PIP4K2B_PI42B
2073,PGP_PGP
2074,HSPC159_LEGL
2075,NRIP3_NRIP3
2076,OMP_OMP
2077,CPOX_HEM6
2078,SPA17_Sperm_protein_17
2079,CMPK1_Cytidylate_kinase
2080,ANXA7_ANXA7
2081,CYB5R1_NB5R1
2082,SRP19_SRP19
2083,MEOX2_MEOX2
2084,NATD1_NATD1
2085,CCDC25_CCD25
2086,ZNF34_ZNF34
2087,CARD17_CAR17
2088,GAGE2A_GAG2A
2089,TAF10_TAF10
2090,OXSM_OXSM
2091,GAGE2D_GGE2D
2092,SERF2_SERF2
2093,CRIP1_CRIP1
2094,TCL1B_TCL1B
2095,TRIAP1_TRIA1
2096,DTD2_DTD2
2097,GNG11_GBG11
2098,WWC1_WWC1
2099,SVIP_SVIP
2100,ZWINT_ZWINT
2101,CCL15_MIP_5
2102,ANXA8_Annexin_A8
2103,CDKN1A_p21
2104,SOX2_SOX2
2105,GRHPR_GRHPR
2106,MRAS_RASM
2107,CAPNS1_CPNS1
2108,PURB_PURB
2109,NAIF1_NAIF1
2110,ZWILCH_ZWILC
2111,NRGN_NEUG
2112,BCCIP_BCCIP
2113,PALM_PALM
2114,PPA2_PPase_2
2115,STXBP6_STXB6
2116,CS_CISY
2117,SEPW1_SELW
2118,DCTN6_DCTN6
2119,NDRG3_NDRG3
2120,ASRGL1_Asparaginase_like_protein_1
2121,RTP4_RTP4
2122,SEPT3_SEPT3
2123,ZFAND5_ZFAN5
2124,SH3GL3_SH3G3
2125,PDHX_ODPX
2126,MTHFD2_MTDC
2127,JMJD6_JMJD6
2128,CRMP1_DRP_1
2129,SUOX_SUOX
2130,MAGEA8_MAGA8
2131,SNX5_SNX5
2132,PYCR2_P5CR2
2133,PRPS2_PRPS2
2134,PGM2_PGM2
2135,CPLX1_CPLX1
2136,GMDS_GMDS
2137,IDH1_IDH
2138,PSMB3_PSB3
2139,PSMB4_Proteasome_beta_chain
2140,PSAT1_SERC
2141,DECR2_DECR2
2142,HNRNPD_HNRPD
2143,RDX_Radixin
2144,IL1F5_IL_1F5
2145,MYL3_Myosin_light_chain_1
2146,ALB_Albumin
2147,ALDH2_ALDH_E2
2148,COMT_Catechol_O_methyltransferase
2149,FKBP3_FKBP3
2150,PSMD10_PSD10
2151,GLRX_GLRX1
2152,ST13_suppression_of_tumorigenicity_13
2153,IFNA1_IFNA1
2154,MAT2B_MAT2B
2155,ADPRH_ADPRH
2156,AES_AES
2157,AKR1C4_AK1C4
2158,AKR1D1_AK1D1
2159,AKAP7_AKA7A
2160,ALKBH2_ALKB2
2161,ALKBH3_ALKB3
2162,AMMECR1L_AMERL
2163,AMPD2_AMPD2
2164,ANKRD54_ANR54
2165,AP1S2_AP1S2
2166,ARL2BP_AR2BP
2167,ARF4_ARF4
2168,ARF5_ARF5
2169,ARL14_ARL14
2170,ARL15_ARL15
2171,ARL4D_ARL4D
2172,ARL5A_ARL5A
2173,ARL6_ARL6
2174,ARL9_ARL9
2175,AS3MT_AS3MT
2176,ARPC5_p16_ARC
2177,MVD_ERG19
2178,CDH1_Cadherin_E
2179,RALB_RALB
2180,TBPL1_TBPL1
2181,UBXN2B_UBX2B
2182,PPIG_PPIG
2183,PTGES2_PGES2
2184,RABIF_MSS4
2185,DDX19A_DD19A
2186,CBX1_CBX1
2187,PPIC_PPIC
2188,HIST3H2BB_H2B3B
2189,EIF4A2_IF4A2
2190,EIF4A1_IF4A1
2191,ITLN1_Omentin
2192,LRIG1_LRIG1
2193,SAA2_SAA2
2194,PEA15_PEA15
2195,SGTB_SGTB
2196,TG_Thyroglobulin
2197,SH2D1B_SH21B
2198,SERPINB13_SPB13
2199,UBE2D2_UB2D2
2200,EIF4EBP3_4EBP3
2201,CAMKK1_CaMKK_alpha
2202,CHST2_CHST2
2203,PRSS3_TRY3
2204,PPP3R2_CANB2
2205,CBX3_CBX3
2206,CD3E_CD3E
2207,AIF1L_AIF1L
2208,CEACAM8_CEAM8
2209,CEBPA_CEBPA
2210,COL2A1_Chondrocalcin
2211,CHST4_CHST4
2212,CNN2_CNN2
2213,GREM1_GREM1
2214,COL3A1_Collagen_Type_III
2215,CD97_CD97
2216,CLSTN2_CSTN2
2217,DSTN_DEST
2218,DNAJB4_DNJB4
2219,DSCAML1_DSCL1
2220,ENTPD2_ENTP2
2221,FABP12_FBP12
2222,FGB_Fibrinogen_B
2223,GBP2_GBP2
2224,GPC4_GPC4
2225,GPR56_GPR56
2226,GPX2_GPX2
2227,GSTM4_GSTM4
2228,HS6ST3_H6ST3
2229,HDAC2_HDAC2
2230,HDGFL1_HDGL1
2231,HDGFRP3_HDGR3
2232,HRAS_H_ras__WT_
2233,HSPA1B_HS71B
2234,CAMK4_KCC4
2235,KRT16_Keratin_16
2236,KIR3DL1_KI3L1
2237,EXOSC8_EXOS8
2238,LIN7A_LIN7A
2239,CDC2_p34_protein_kinase
2240,PAFAH2_PAFA2
2241,ITPA_Inosine_triphosphatase
2242,AMY2A_Pancreatic_alpha_amylase
2243,PDE4A_PDE4A
2244,PHEX_PHEX
2245,CD68_CD68
2246,PSMA5_Proteasome_subunit_alpha_type_5
2247,PSMA3_PSA3
2248,RAET1G_RET1G
2249,S100Z_S100Z
2250,SLIT2_SLIT2
2251,SLIT3_SLIT3
2252,NMNAT1_NMNA1
2253,TGM4_TGM4
2254,TGM2_Tissue_transglutaminase
2255,TLR5_TLR5
2256,VLDLR_VLDLR
2257,PSMB9_PSB9
2258,PTGR2_PTGR2
2259,RGS1_RGS1
2260,LRRC3B_LRC3B
2261,RAC2_RAC2
2262,MECP2_MECP2
2263,TCEAL8_TCAL8
2264,MEMO1_MEMO1
2265,UBE2M_UBC12
2266,TCEAL3_TCAL3
2267,SH3BGRL2_SH3L2
2268,TK2_KITM
2269,CMBL_CMBL
2270,MUTED_MUTED
2271,PPP1R14A_PP14A
2272,OSTF1_OSTF1
2273,DDIT3_DDIT3
2274,DAO_OXDA
2275,UBQLN2_UBQL2
2276,MYL12B_ML12B
2277,NFKBID_IKBD
2278,UBLCP1_UBCP1
2279,PRKAR2A_KAP2
2280,RPRD1B_C20orf77
2281,HSPB6_HSPB6
2282,MTHFSD_MTHFSD
2283,SERPINB8_SPB8
2284,TIAL1_TIAR
2285,MRPL2_RM02
2286,POLR2K_RPAB4
2287,NT5C3L_Cytosolic_5__nucleotidase_III_like_protein
2288,ALDH6A1_MMSA
2289,HSF2BP_HSF2B
2290,DAP_DAP1
2291,DNMT3L_DNM3L
2292,CYB5R2_NB5R2
2293,TCF4_ITF2
2294,MREG_MREG
2295,LGALS13_PP13
2296,TIMM8A_TIM8A
2297,PRPSAP2_KPRB
2298,PPP1R2_IPP2
2299,MPPED2_MPPD2
2300,SERPINE2_Protease_nexin_I
2301,PAF_PAF
2302,POLD4_DNA_polymerase_subunit_delta_4
2303,USP15_UBP15
2304,LRRC59_LRC59
2305,RPS19_RS19
2306,PSTPIP1_PPIP1
2307,FIBP_FIBP
2308,POLE3_DPOE3
2309,ZFAND1_ZFAN1
2310,GOLGA7_GOGA7
2311,MARCKSL1_MARCKSL1
2312,FAM49B_FA49B
2313,MOBKL1A_MOL1A
2314,GULP1_GULP1
2315,RPL12_RL12
2316,STAMBP_STABP
2317,NAP1L4_NAP2L
2318,USP14_UBP14
2319,UBE2L6_UB2L6
2320,VBP1_PFD3
2321,DTD1_Histidyl_tRNA_synthetase_related
2322,RPS5_RS5
2323,HOPX_HOP
2324,ACAT1_THIL
2325,POLR2J_RPB11
2326,NDUFA5_NDUA5
2327,BTK_BTK
2328,NUDT1_8ODP
2329,ADK_ADK
2330,ACVR2A_Activin_RIIA
2331,NFKBIA_IKB_alpha
2332,DMBT1_DMBT1
2333,SPINK4_ISK4
2334,NDRG1_NDRG1
2335,NUTF2_NTF_2
2336,RAB5B_RAB5B
2337,RAB1A_RAB1A
2338,EIF1AY_IF1AY
2339,BLNK_BLNK
2340,BATF_BATF
2341,BAG2_BAG_2
2342,HOMER1_HOME1
2343,GSTT1_GSTT1
2344,PTP4A3_PRL_3
2345,ATOX1_ATOX1
2346,SUB1_TCP4
2347,DDT_D_dopachrome_decarboxylase
2348,GLUL_GLNA
2349,ARF1_ARF1
2350,PDAP1_HAP28
2351,RBP5_RBP_III
2352,PFDN1_PFD1
2353,PFDN2_PFD2
2354,UBE2D1_UB2D1
2355,KARS_SYK
2356,MYCBP_MYCBP
2357,SRGN_Platelet_proteoglycan
2358,PSMB2_PSB2
2359,RAB2B_RAB2B
2360,GMPR_GMPR1
2361,NXT2_NXT2
2362,CLTA_CLCA
2363,GCDH_GCDH
2364,EIF2S1_IF2A
2365,GIPC1_GIPC1
2366,SDCBP2_SDCB2
2367,ACADVL_ACADV
2368,EIF4E_IF4E
2369,RPA2_RFA2
2370,TCP1_TCPA
2371,G3BP1_G3BP1
2372,HAGH_GLO2
2373,YARS_SYYC
2374,GNAI1_GNAI1
2375,PEF1_PEF1
2376,GSR_Glutathione_reductase
2377,SNTA1_Alpha_1_syntrophin
2378,IDH3G_IDH3G
2379,SNRPG_RUXG
2380,TSTD1_KAT
2381,RAB1B_RAB1B
2382,RBP1_CRBP
2383,UBE2D3_UB2D3
2384,MAFG_MAFG
2385,RAB13_RAB13
2386,MYL5_MLR5
2387,DENR_DENR
2388,UROD_DCUP
2389,HPRT1_HPRT
2390,CASQ2_CASQ2
2391,VPS26A_VP26A
2392,CRIPT_CRIPT
2393,PPP1CC_PP1G
2394,MYL7_MLRA
2395,G6PD_G6PD
2396,GIMAP6_GIMA6
2397,PET117_PT117
2398,COPE_COPE
2399,CRYGS_CRBS
2400,HSCB_HSC20
2401,ACPP_Prostatic_acid_phosphatase
2402,EBAG9_RCAS1
2403,ABHD14B_ABHEB
2404,HAT1_Hat1
2405,CHEK2_Chk2
2406,HIPK3_HIPK3
2407,BAIAP2_BAIP2
2408,MOBKL3_MOBL3
2409,HNRNPK_hnRNP_K
2410,TXNDC12_TXD12
2411,HN1_HN1
2412,LZIC_LZIC
2413,ACBD6_ACBD6
2414,CA12_Carbonic_Anhydrase_XII
2415,OSTM1_OSTM1
2416,TOM1L2_TM1L2
2417,VAMP7_VAMP7
2418,LRRTM1_LRRT1
2419,MATN3_MATN3
2420,PCNA_PCNA
2421,BCAT2_BCAT2
2422,PEX26_PEX26
2423,DCI_D3D2
2424,KAT2A_GCNL2
2425,HS3ST4_HS3S4
2426,MDGA2_MDGA2
2427,MYL12A_MLRM
2428,MTCP1_MTCP1
2429,NNMT_NNMT
2430,OLFM2_NOE2
2431,RAB3D_RAB3D
2432,RGS21_RGS21
2433,CINP_CINP
2434,CDH12_Cadherin_12
2435,DDAH1_DDAH1
2436,VEGFA_L_VEGF165
2437,SYF2_SYF2
2438,GMPR2_GMPR2
2439,UPP1_UPP1
2440,RBKS_RBSK
2441,HDHD3_HDHD3
2442,KDSR_KDSR
2443,PDCD6_PDCD6
2444,HSD17B8_DHB8
2445,KAAG1_KAAG1
2446,NPL_NPL
2447,SNX3_SNX3
2448,DTYMK_KTHY
2449,GLYAT_GLYAT
2450,DCUN1D2_DCNL2
2451,HMGA2_HMGA2
2452,HK3_HXK3
2453,PARK7_PARK7
2454,PARK7_Oxidized_PARK7
2455,STX1A_STX1a
2456,SUMO2_SUMO2
2457,CR1_Complement_receptor_type_1
2458,KLB_KLOTB
2459,LRP4_LRP4
2460,PLXNA4_PLXA4
2461,PLXND1_PLXD1
2462,USP28_UBP28
2463,SEZ6L_SEZ6L
2464,IRF4_IRF4
2465,EGFR_EGFRvIII
2466,IL15_IL_15
2467,FGF8_FGF_8
2468,CEBPG_CEBPG
2469,EPOR_EPO_R
2470,DOK2_DOK2
2471,DEFA1_HNP_1
2472,IGFBP5_IGFBP_5
2473,FGF9_FGF9
2474,RAB3C_RAB3C
2475,KPNA1_IMA5
2476,SFTPD_SP_D
2477,BRF1_BRF_1
2478,ASB9_ASB9
2479,JUND_jun_D
2480,IHH_ihh
2481,CD81_CD81
2482,TCN1_Holo_TC_I
2483,NT5C3A_5NT3
2484,EFHD1_EFHD1
2485,PTGR1_LTB4DH
2486,DLG2_DLG2
2487,INHBA_Activin_A
2488,RPSA_40S_ribosomal_protein_SA
2489,KNG1_Kininostatin
2490,FGL2_FGL2
2491,HLA_G_HLA_G
2492,CRH_CRH
2493,PDYN_Dynorphin_A__1_17_
2494,IAPP_IAPP
2495,PTH_Parathyroid_Hormone1_34
2496,F11_Coagulation_Factor_XI
2497,CCL27_CTACK
2498,COL18A1_Endostatin
2499,TIMP1_TIMP_1
2500,PLAT_tPA
2501,PROK1_EG_VEGF
2502,TIMP2_TIMP_2
2503,TGFB1_TGF_b1
2504,C5_C5
2505,APOE_Apo_E
2506,BDNF_BDNF
2507,CTSG_Cathepsin_G
2508,CXCL16_CXCL16__soluble
2509,FGF10_FGF_10
2510,FGF8_FGF_8B
2511,PLA2G2E_GIIE
2512,PLA2G5_GV
2513,CCL20_MIP_3a
2514,APCS_SAP
2515,KIT_SCF_sR
2516,TIMP3_TIMP_3
2517,ANGPT4_Angiopoietin_4
2518,GFRA3_GFRa_3
2519,EFNB3_Ephrin_B3
2520,GFRA2_GFRa_2
2521,CCL21_6Ckine
2522,HMGB1_HMG_1
2523,POMC_b_Endorphin
2524,CFI_Factor_I
2525,IGFBP3_IGFBP_3
2526,CCL2_MCP_1
2527,MMP9_MMP_9
2528,MPO_Myeloperoxidase
2529,PRL_PRL
2530,ROR1_ROR1
2531,VEGFA_VEGF
2532,TNFSF9_4_1BB_ligand
2533,ANGPT2_Angiopoietin_2
2534,TNFRSF8_CD30
2535,CST3_Cystatin_C
2536,TYRO3_Dtk
2537,EIF5_eIF_5
2538,EFNA4_Ephrin_A4
2539,EFNA5_Ephrin_A5
2540,ERBB2_ERBB2
2541,ERBB3_ERBB3
2542,ERBB4_ERBB4
2543,TACSTD2_GA733_1_protein
2544,IL6ST_gp130__soluble
2545,HMOX2_HO_2
2546,IL10RB_IL_10_Rb
2547,IL12RB1_IL_12_Rb1
2548,IL13RA1_IL_13_Ra1
2549,IL2RG_IL_2_sRg
2550,LAYN_Layilin
2551,LTBR_Lymphotoxin_b_R
2552,MRC1_Macrophage_mannose_receptor
2553,MST1R_MSP_R
2554,PAFAH1B2_PAFAH_beta_subunit
2555,CDH3_P_Cadherin
2556,PRKCA_PKC_A
2557,PRKCZ_PKC_Z
2558,GDI2_Rab_GDP_dissociation_inhibitor_beta
2559,ICAM3_sICAM_3
2560,PLAUR_suPAR
2561,TNFRSF1A_TNF_sR_I
2562,NTRK3_TrkC
2563,TNFRSF17_BCMA
2564,DCN_Bone_proteoglycan_II
2565,EGFR_ERBB1
2566,HGF_HGF
2567,HSPD1_HSP_60
2568,C3_iC3b
2569,MIA_MIA
2570,PLA2G2A_NPS_PLA2
2571,OSM_OSM
2572,PECAM1_PECAM_1
2573,PSPN_Persephin
2574,PF4_PF_4
2575,PROS1_Protein_S
2576,TNFRSF13B_TACI
2577,CCL25_TECK
2578,SERPINA7_Thyroxine_Binding_Globulin
2579,TNFSF18_TNFSF18
2580,AIMP1_EMAP_2
2581,CSF3R_G_CSF_R
2582,IL37_IL_1F7
2583,MICA_MICA
2584,POR_NADPH_P450_Oxidoreductase
2585,NANOG_NANOG
2586,NCR2_NKp44
2587,NOV_NovH
2588,SIGLEC6_Siglec_6
2589,SIGLEC7_Siglec_7
2590,SHH_Sonic_Hedgehog
2591,ULBP3_ULBP_3
2592,APOA1_Apo_A_I
2593,GDF5_BMP_14
2594,C3_C3
2595,FAM107A_DRR1
2596,FGF18_FGF_18
2597,FGF20_FGF_20
2598,CCL1_I_309
2599,IGFBP1_IGFBP_1
2600,IL10_IL_10
2601,IL16_IL_16
2602,IL22_IL_22
2603,LTF_Lactoferrin
2604,CCL4L1_LAG_1
2605,CCL3L1_LD78_beta
2606,MMP3_MMP_3
2607,MMP7_MMP_7
2608,PPBP_NAP_2
2609,SOD1_SOD
2610,APOB_Apo_B
2611,ACE2_ACE2
2612,ACVR1B_Activin_RIB
2613,ADAMTS4_ADAMTS_4
2614,ANGPT1_Angiopoietin_1
2615,AGRP_ART
2616,BCAM_BCAM
2617,CDH5_Cadherin_5
2618,COMMD7_COMMD7
2619,EDA_EDA
2620,CX3CL1_Fractalkine_CX3CL_1
2621,SPINT1_HAI_1
2622,KLK11_Kallikrein_11
2623,KLK4_Kallikrein_4
2624,KLK8_kallikrein_8
2625,XRCC6_Ku70
2626,LCN2_Lipocalin_2
2627,MET_Met
2628,MMP17_MMP_17
2629,TNFSF4_OX40_Ligand
2630,SPINT2_SPINT2
2631,TIE1_sTie_1
2632,RPS27A_Ubiquitin1
2633,AIF1_AIF1
2634,C5_C5a
2635,CHEK1_CHK1
2636,MAPK3_ERK_1
2637,HDAC8_HDAC8
2638,KPNA2_Karyopherin_a2
2639,MAP2K1_MEK1
2640,RAC1_RAC1
2641,RAD51_RAD51
2642,TBP_TBP
2643,TOP1_Topoisomerase_I
2644,UBE2I_UBC9
2645,YES1_YES
2646,SERPINA3_a1_Antichymotrypsin
2647,C7_C7
2648,CTF1_Cardiotrophin_1
2649,CCL28_CCL28
2650,CCL14_HCC_1
2651,IL4_IL_4
2652,MDK_Midkine
2653,CCL23_MPIF_1
2654,SERPINE1_PAI_1
2655,ARTN_Artemin
2656,CYCS_Cytochrome_c
2657,CYP3A4_Cytochrome_P450_3A4
2658,NBL1_DAN
2659,CFD_Factor_D
2660,GHR_Growth_hormone_receptor
2661,PLA2G10_GX
2662,IGFBP4_IGFBP_4
2663,IGF1_IGF_I
2664,CFP_Properdin
2665,PROC_Protein_C
2666,PTHLH_PTHrP
2667,CLEC11A_SCGF_beta
2668,VCAM1_VCAM_1
2669,TNFSF15_TNFSF15
2670,AREG_AREG
2671,BMP7_BMP_7
2672,CD36_CD36_ANTIGEN
2673,CNTN1_contactin_1
2674,CTGF_CTGF
2675,DSG1_Desmoglein_1
2676,EDAR_EDAR
2677,CXCL5_ENA_78
2678,LGALS4_Galectin_4
2679,CXCL1_Gro_a
2680,HIST1H1C_Histone_H1_2
2681,IL1R1_IL_1_sRI
2682,IL17RA_IL_17_sR
2683,IL18RAP_IL_18_Rb
2684,IL1RL2_IL_1Rrp2
2685,JAM2_JAM_B
2686,JAM3_JAM_C
2687,LSAMP_LSAMP
2688,MBL2_MBL
2689,NCR3_NKp30
2690,PDCD1LG2_PD_L2
2691,PTPN1_PTP_1B
2692,SIGLEC9_Siglec_9
2693,TGFBR3_TGF_b_R_III
2694,TSLP_TSLP
2695,CTLA4_CTLA_4
2696,SERPINF2_a2_Antiplasmin
2697,FGF2_bFGF
2698,CAST_Calpastatin
2699,CCL23_Ck_b_8_1
2700,CD209_DC_SIGN
2701,CLEC4M_DC_SIGNR
2702,LGALS2_Galectin_2
2703,GFAP_GFAP
2704,IL19_IL_19
2705,IL1B_IL_1b
2706,CXCL11_I_TAC
2707,CCL3_MIP_1a
2708,MRC2_MRC2
2709,MB_Myoglobin
2710,SPARC_ON
2711,CCL18_PARC
2712,PTN_PTN
2713,RETN_resistin
2714,PRSS1_Trypsin
2715,VWF_vWF
2716,FASLG_Fas_ligand__soluble
2717,HP_Haptoglobin__Mixed_Type
2718,IL4R_IL_4_sR
2719,WISP1_WISP_1
2720,TNFSF13B_BAFF
2721,C9_C9
2722,FGF5_FGF_5
2723,LGALS3_Galectin_3
2724,GDF9_GDF_9
2725,IL2_IL_2
2726,IL13_IL_13
2727,IL18BP_IL_18_BPa
2728,LBP_LBP
2729,F10_Coagulation_Factor_Xa
2730,PGF_PlGF
2731,RARRES2_TIG2
2732,ULBP1_ULBP_1
2733,ULBP2_ULBP_2
2734,EDA2R_XEDAR
2735,AURKA_Aurora_kinase_A
2736,MAPK1_MK01
2737,DIABLO_SMAC
2738,VEGFC_VEGF_C
2739,CD4_sCD4
2740,IL2RA_IL_2_sRa
2741,TNFRSF1B_TNF_sR_II
2742,CD33_Siglec_3
2743,ADAMTS5_ADAMTS_5
2744,IDUA_IDUA
2745,METAP2_AMPM2
2746,APP_amyloid_precursor_protein
2747,ARSB_ARSB
2748,NAAA_ASAHL
2749,ADAMTS1_ATS1
2750,ADAMTS13_ATS13
2751,CTSC_CATC
2752,CTSA_Cathepsin_A
2753,CTSS_Cathepsin_S
2754,ENTPD1_CD39
2755,F7_Coagulation_Factor_VII
2756,C2_C2
2757,CRISP3_CRIS3
2758,TMPRSS15_Enterokinase
2759,WFIKKN1_WFKN1
2760,CNDP2_Glutamate_carboxypeptidase
2761,GP6_GPVI
2762,GNLY_Granulysin
2763,HAPLN1_HPLN1
2764,IDE_IDE
2765,IDS_IDS
2766,KLK12_kallikrein_12
2767,KLK5_kallikrein_5
2768,KREMEN2_KREM2
2769,LTA4H_LKHA4
2770,LYVE1_LYVE1
2771,MEPE_MEPE
2772,METAP1_METAP1
2773,ASAH2_ASAH2
2774,NID1_Nidogen
2775,PIGR_PIGR
2776,RET_RET
2777,SFRP1_SARP_2
2778,SEMA3A_Semaphorin_3A
2779,ACP5_TrATPase
2780,CCDC80_URB
2781,WFIKKN2_WFKN2
2782,ACAN_Aggrecan
2783,TGFBI_BGH3
2784,BGN_BGN
2785,C1R_C1r
2786,CD109_CD109
2787,FCER2_CD23
2788,CD48_CD48
2789,CD5L_CD5L
2790,CFC1_CFC1
2791,CNTN2_CNTN2
2792,CNTN4_Contactin_4
2793,CNTN5_Contactin_5
2794,CST7_CYTF
2795,DLL4_DLL4
2796,FCGR2A_FCG2A
2797,FCGR2B_FCG2B
2798,FCGR3B_FCG3B
2799,FCGR1A_FCGR1
2800,FCN2_FCN2
2801,GFRA1_GFRa_1
2802,GPC2_GPC2
2803,SERPIND1_Heparin_cofactor_II
2804,HTRA2_HTRA2
2805,IGFBP7_IGFBP_7
2806,IL24_IL24
2807,LRIG3_LRIG3
2808,LRP8_LRP8
2809,LY9_LY9
2810,MATN2_MATN2
2811,CADM1_Nectin_like_protein_2
2812,NTN4_NET4
2813,PGLYRP1_PGRP_S
2814,RGMB_RGMB
2815,HFE2_RGM_C
2816,TFPI_TFPI
2817,THBS2_TSP2
2818,THBS4_TSP4
2819,ABL1_ABL1
2820,ABL2_ABL2
2821,ACY1_Aminoacylase_1
2822,SERPINC1_Antithrombin_III
2823,AURKB_AURKB
2824,ADRBK1_BARK1
2825,BMP1_BMP_1
2826,CAMK2A_CAMK2A
2827,CAMK2B_CAMK2B
2828,CA6_Carbonic_anhydrase_6
2829,CA7_Carbonic_anhydrase_VII
2830,CD207_CLC4K
2831,CHRDL1_CRDL1
2832,CSK_CSK
2833,CTSV_Cathepsin_V
2834,DKK4_Dkk_4
2835,ECM1_ECM1
2836,FETUB_FETUB
2837,GZMH_Granzyme_H
2838,3373_5_GZMH_Granzyme_H.txt.md5sum
2839,HCK_HCK
2840,IL17RD_IL_17_RD
2841,KLK7_Kallikrein_7
2842,PRKCI_KPCI
2843,LYN_LYNB
2844,PAK3_PAK3
2845,PAK7_PAK7
2846,SERPINA5_PCI
2847,PIK3CG_PK3CG
2848,PLK1_PLK_1
2849,REN_Renin
2850,PTPN11_SHP_2
2851,STAB2_STAB2
2852,TBK1_TBK1
2853,PTPN2_TCPTP
2854,TPSB2_TPSB2
2855,TPSG1_TPSG1
2856,UFC1_UFC1
2857,BCL2_Bcl_2
2858,BCL2A1_BFL1
2859,BMX_BMX
2860,IBSP_BSP
2861,CAMK1D_CAMK1D
2862,CAMK2D_CAMK2D
2863,CA13_Carbonic_anhydrase_XIII
2864,TNFSF8_CD30_Ligand
2865,CMA1_Chymase
2866,CSNK2A1_CSK21
2867,EPHA1_EphA1
2868,EPHA3_EPHA3
2869,FN1_FN1_3
2870,FN1_FN1_4
2871,FLT3_Flt_3
2872,FSTL3_FSTL3
2873,GZMA_granzyme_A
2874,3440_7_GZMA_granzyme_A.txt.md5sum
2875,IL15RA_IL_15_Ra
2876,CXCL8_IL_8
2877,INSR_IR
2878,SERPINA4_Kallistatin
2879,KLK6_Kallikrein_6
2880,LCK_LCK
2881,LYN_LYN
2882,POSTN_Periostin
2883,PDGFRB_PDGF_Rb
2884,BCAN_PGCB
2885,PRKACA_PRKACA
2886,RPS6KA3_RPS6KA3
2887,SELE_sE_Selectin
2888,STK16_STK16
2889,BIRC5_Survivin
2890,MPL_Thrombopoietin_Receptor
2891,THBS1_Thrombospondin_1
2892,NTRK1_TrkA
2893,DUSP3_DUS3
2894,XPNPEP1_XPNPEP1
2895,AGT_Angiotensinogen
2896,B2M_b2_Microglobulin
2897,FGF1_b_ECGF
2898,CXCL13_BLC
2899,CAT_Catalase
2900,CNTF_CNTF
2901,FGF17_FGF_17
2902,CXCL6_GCP_2
2903,IFNA2_IFN_aA
2904,IL17B_IL_17B
2905,HAMP_LEAP_1
2906,CCL22_MDC
2907,CXCL12_SDF_1
2908,CPB2_TAFI
2909,CCL17_TARC
2910,TGFB3_TGF_b3
2911,VIP_Vasoactive_Intestinal_Peptide
2912,CD40LG_CD40_ligand__soluble
2913,DKK1_DKK1
2914,DDC_dopa_decarboxylase
2915,ADIPOQ_Adiponectin
2916,SERPINA1_a1_Antitrypsin
2917,AHSG_a2_HS_Glycoprotein
2918,ARSA_Arylsulfatase_A
2919,BSG_BASI
2920,BMP10_BMP10
2921,CAMK1_CAMK1
2922,CASP3_Caspase_3
2923,CHIT1_Chitotriosidase_1
2924,CLEC7A_CLC7A
2925,MASP1_MASP3
2926,DKK3_DKK3
2927,GNS_GNS
2928,HGFAC_HGFA
2929,IL22RA1_IL22RA1
